pmid,title,abstract,year,journal,doi,authors
41175103,Secondary dengue virus infection is associated with endothelial activation and hypotension in an outpatient cohort from the Philippines.,"Secondary dengue virus (DENV) infection is a known risk factor for severe clinical manifestations. Antibody-dependent enhancement of viral pathogenesis explains this phenomenon; however, the underlying mechanisms remain incompletely defined.",2025,"Infectious diseases (London, England)",10.1080/23744235.2025.2576688,Jiayi Yang; Hridesh Mishra; Michelle Ngai; Vanessa Tran; Maria Salome Siose Painaga; James Yared Gaite; Ashley Roberts; Andrea L Conroy; Kevin C Kain; Michael T Hawkes
41174689,Clinical characteristics and risk factors for pathological fractures in children with Staphylococcus aureus osteoarticular infections: a retrospective cohort study.,To identify the clinical characteristics of and risk factors for pathological fractures secondary to osteoarticular infections (OAI) in children.,2025,Italian journal of pediatrics,10.1186/s13052-025-02138-w,Yingtie Cui; Yunzhen Zhang; Linfeng Wang; Feng Wang; Yong Shen
41174685,Effect of neutropenic diet with or without magnesium supplementation on inflammatory factors and outcomes of allogeneic hematopoietic stem cell transplantation in patients with acute leukemia: study protocol for a randomized clinical trial.,"The management of transplantation-related complications in acute leukemia patients has become increasingly important at the bedside. Limited clinical investigations have been conducted regarding high-dose oral magnesium supplementation. In this study, the effects of oral magnesium citrate will be investigated. Magnesium's role in preventing adverse transplantation outcomes, including graft-versus-host disease (GVHD), will be examined through its inhibitory effects on inflammatory pathways and cytokine production.",2025,Trials,10.1186/s13063-025-09201-1,Mohammad-Javad Abdolkarimi; Mohammad-Reza Jowshan; Sahar Parkhideh; Bahareh Nikooyeh; Abbas Hajifathali; Sayeh Parkhideh; Mahshid Mehdizadeh; Hoda Zahedi
41174514,Seroprevalence of anti-SARS-CoV-2 and anti-Plasmodium falciparum and vivax antibodies in urban and rural zones in the West Region of Cameroon.,"In Sub-Saharan Africa the precarious health situation resulting from malaria has been further complicated by the emergence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). However, data on the burden of the virus in Cameroon remains limited. Here, we estimated prevalence of anti-SARS-CoV-2 and anti-Plasmodium antibodies in urban and rural areas of the West Region of Cameroon during April and May 2022.",2025,BMC infectious diseases,10.1186/s12879-025-11938-8,Rolin Mitterran Ndefo Kamga; Nsani Clifford Ajim; Pythagore Fogue Soubgwi; Harry Noyes; Annette MacLeod; Gustave Simo; Walt E Adamson
41174235,Click-code-seq reveals strand biases of DNA oxidation and depurination in human genome.,"DNA modifications drive aging, neurodegeneration, carcinogenesis and chemotherapy drug action. Accurate mapping of diverse DNA modifications with single-nucleotide precision in complex genomes remains challenging. We upgraded click-code-seq, a click-chemistry-aided DNA-modification mapping strategy, to enable its first application for sequencing oxidation and depurination in the human genome. We developed a companion fluorescence assay, click-fluoro-quant, to rapidly quantify common DNA modifications and novel adaptors to minimize false positives and assess modification frequency. We uncovered that endogenous DNA oxidation in a human cell line mirrors cancer mutational signatures linked to oxidative stress. The chemotherapy drug irofulven preferentially induces depurination in ApA dimers and promoters. Notably, oxidized guanines and apurinic sites, both irofulven induced and endogenous, are depleted in gene transcribed strands, with the strand bias increasing with gene expression. This work substantially advances click-code-seq for deciphering the impacts of key modifications in human DNA on cellular physiology and toxicological responses.",2025,Nature chemical biology,10.1038/s41589-025-02052-6,Vakil Takhaveev; Nikolai J L Püllen; Navnit K Singh; Lucie Lefevre; Emilie A Aghajani; Sabrina M Huber; Stefan Schauer; Hailey L Gahlon; Anna R Poetsch; Shana J Sturla
41174221,"Effect of the mitophagy inducer urolithin A on age-related immune decline: a randomized, placebo-controlled trial.","Mitochondrial dysfunction and stem cell exhaustion contribute to age-related immune decline, yet clinical interventions targeting immune aging are lacking. Recently, we demonstrated that urolithin A (UA), a mitophagy inducer, expands T memory stem cells (T",2025,Nature aging,10.1038/s43587-025-00996-x,Dominic Denk; Anurag Singh; Herbert G Kasler; Davide D'Amico; Julia Rey; Lucía Alcober-Boquet; Johanna M Gorol; Christoph Steup; Ritesh Tiwari; Ryan Kwok; Rafael J Argüello; Julie Faitg; Kathrin Sprinzl; Stefan Zeuzem; Valentina Nekljudova; Sibylle Loibl; Eric Verdin; Chris Rinsch; Florian R Greten
41174095,Diagnostic utility of FDG and FAPI PET imaging in crohn's disease: a systematic review and meta-analysis.,This systematic review and meta-analysis investigates the diagnostic utility of [,2025,European journal of nuclear medicine and molecular imaging,10.1007/s00259-025-07608-1,Ahmed Saad Abdlkadir; Zaid Ardalan; Andrew M Scott; Hazem Hammad; Dhuha Al-Adhami; Frederik Giesel; Akram Al-Ibraheem
41174078,Electrochemical and dielectric properties of cobalt doped SnS on cotton based electrodes for potential use in supercapacitors.,"Herein, we synthesize Co-doped SnS nanoparticles (NPs) using a simple solvothermal method. The X-ray diffraction (XRD) spectra determine the orthorhombic structure of the Co-doped SnS NPs. The Scanning electron microscopy (SEM) and transmission electron microscopy (TEM) confirm the rod-like structure of the Co-doped SnS NPs. The surface area of 31, 225, 256 and 383 (m",2025,Scientific reports,10.1038/s41598-025-22033-y,Mohd Arif Dar; Safwat A Mahmoud; S R Majid; M Satgunam; L Guganathan; P Arularasan; M Karunakaran; S Sheik Fareed; Hilal Ahmad Rather; Lamiaa Galal Amin
41174009,Steric stabilization-independent stealth cloak enables nanoreactors-mediated starvation therapy against refractory cancer.,"The high interfacial energy of nanomaterials limits their certain biomedical applications that require stealthiness to minimize non-specific interaction with biological components. While steric repulsion-based entropic stabilization-such as PEGylation-has long been the dominant strategy for designing stealth nanomaterials, its inherent softness and susceptibility to dynamic deformation and external forces often result in only moderate stealth performance. Here we report a distinct approach to achieving stealthiness by harnessing an ion-pair network, rather than maximizing steric repulsion. Using model polyion complex nanoparticles composed of equimolar charge ratios of polycations and polyanions, we demonstrate that increasing crosslinks between the constituent polyions beyond a critical threshold effectively reduces protein adsorption and macrophage uptake, enabling prolonged circulation with a half-life exceeding 100 hours. Building on this, we develop an asparaginase-loaded vesicular nanoreactor enveloped by a semi-permeable ion-pair network sheath for asparagine starvation therapy. The extended circulation of these nanoreactors enables sustained depletion of asparagine, leading to improved therapeutic outcomes for metastatic breast and pancreatic cancers. Our findings open an avenue for improving the pharmacokinetics of nanomaterials for therapeutic delivery through delicately engineering stable intermolecular structures with holistic cooperativity.",2025,Nature biomedical engineering,10.1038/s41551-025-01534-1,Junjie Li; Kazuko Toh; Panyue Wen; Xueying Liu; Anjaneyulu Dirisala; Haochen Guo; Joachim F R Van Guyse; Saed Abbasi; Yasutaka Anraku; Yuki Mochida; Hiroaki Kinoh; Horacio Cabral; Masaru Tanaka; Kazunori Kataoka
41173713,Comments regarding: Sheth et al. Development and validation of a risk-of-bias tool for assessing in vitro studies conducted in dentistry: The QUIN.,,2025,The Journal of prosthetic dentistry,10.1016/j.prosdent.2025.10.008,Vidhi H Sheth; Naisargi P Shah; Romi Jain; Nikhil Bhanushali; Vishrut Bhatnagar
41173101,A study of the correlation between serum bile acid profile and prognosis in patients with sepsis.,"Sepsis remains a major global health challenge, with high mortality associated with multi-organ dysfunction, faster identification and assessment of sepsis is beneficial to guide treatment. Studies have found changes in the composition of bile acids (BAs) in the serum and stool of patients with sepsis compared to healthy individuals, so we sought to explore changes in serum BAs in patients with sepsis and their correlation with prognosis.",2025,The American journal of the medical sciences,10.1016/j.amjms.2025.10.022,Yuzhi Xu; Jingtao Zhang; Yuxin Lu; Wanglin Zhang; Hongwei Shi; Qi Liang; Yingchen Wang; Liqun Sun
41173049,Prognostic biomarkers in ischemic stroke treated with mechanical thrombectomy: a systematic review.,"Mechanical thrombectomy (MT) is a key therapy for acute ischemic stroke (AIS), improving survival and functional outcomes. However, the variability in results highlights the need for predictive markers to refine patient selection. Biomarkers reflecting inflammation and metabolic stress are gaining recognition for their role in AIS and MT outcomes.To systematically review and synthesize the evidence on biomarkers associated with clinical outcomes in AIS patients undergoing MT. Specific aims include evaluating their relationship with functional recovery (mRS), mortality, infarct volume, hemorrhagic transformation, and complications such as malignant brain edema (MBE) and delayed cerebral ischemia (DCI).A systematic review of the literature was conducted in accordance with the guidelines of the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement to identify studies evaluating biomarkers in MT. The PubMed and Embase databases were searched using the following terms: (",2025,Arquivos de neuro-psiquiatria,10.1055/s-0045-1812301,Rodrigo Fellipe Rodrigues; Raquel Cristina Trovo Hidalgo; Savio Batista; Júlia Belone Lopes; Gabriel Paulo Mantovani; Pedro Henrique Matos Oliveira; André Nishizima; Anderson Silva Corin; Lucas Macedo; Mariana Letícia de Bastos Maximiano; Pedro Lucas Machado Magalhães; Julia Camargo Ricci; Sonia Maria Oliani
41172988,The transcription factor NFIL3 drives innate lymphoid cell specification from lymphoid progenitors.,"Understanding the mechanisms that initiate innate lymphoid cell (ILC) specification may reveal how ILC functions in immunity and tissue homeostasis are programmed. Using an Il7r-lineage tracing mouse strain, we identified developmental intermediates between lymphoid progenitors and Tcf7",2025,Immunity,10.1016/j.immuni.2025.10.005,Joseph Léger; Eva Artano; Delphine Coulais; Naomie Belletoise; Raoudha Fadhloun; Devin Kenney; Avinash Bhandoola; Christelle Harly
41172793,Plasma fatty acids levels and risk of schizophrenia in the UK Biobank: a prospective cohort study.,"Fatty acid (FA) metabolism is essential in the pathogenesis of schizophrenia, yet prospective evidence linking plasma FAs to schizophrenia risk remains limited. This study aims to investigate the association between plasma FAs and the risk of schizophrenia, and to identify key potential mediators involved in this relationship. This study used plasma FAs data, including saturated fatty acids (SFAs), monounsaturated fatty acids (MUFAs), and polyunsaturated fatty acids (PUFAs), from 273,458 schizophrenia-free participants in the UK Biobank. Cox regression models assessed schizophrenia risk based on FA quartiles or 1-SD increments. Mediation analyses were conducted to identify potential intermediate factors underlying these associations. Our results showed that SFAs [HR per 1-SD: 1.11 (95 % CI: 1.05-1.16)] were positively associated with schizophrenia risk, while PUFAs [HR per 1-SD: 0.94 (95 % CI: 0.92-0.97)], particularly n-6 PUFAs [HR per 1-SD: 0.94 (95 % CI: 0.92-0.97)] and linoleic acid (LA) [HR per 1-SD: 0.94 (95 % CI: 0.91-0.97)], exhibited a protective association. Furthermore, C-reactive protein (CRP) was identified as a mediator in the effects of these associations. In conclusion, plasma SFAs may be involved in increasing the risk of schizophrenia, whereas PUFAs, particularly n-6 PUFAs and LA, may have protective effects. Moreover, the observed mediating role of CRP suggests that inflammation could potentially link FAs to schizophrenia.",2025,Psychiatry research,10.1016/j.psychres.2025.116805,Xinru Guo; Songyu Wu; Tingyi Jia; Zhouyang Sun; Ge Yu; Changgui Kou; Wei Bai
41172260,Association of Systemic Inflammation with Balance and Falls in Older Adults: NHANES and Mendelian Randomization Study.,"Falls are a leading cause of morbidity in older adults, with emerging evidence suggesting that systemic inflammation may contribute to this risk. C-reactive protein (CRP), a biomarker of inflammation, has been linked to various health issues, including declines in physical function. However, its direct influence on balance and fall risk remains uncertain. This study investigates the association between CRP levels and balance using observational data and Mendelian Randomization (MR) to explore its causal role in fall risk.",2025,"The journals of gerontology. Series A, Biological sciences and medical sciences",10.1093/gerona/glaf242,Sodiq Fakorede; Kai Cheng; Olubodun M Lateef; Okikiola Samuel Fakorede; Deqiang Wang; Dan Wang; Xia Liu
41171740,Association between domain-based physical activity and C-reactive protein in adults with moderate to severe depressive symptoms.,To evaluate the association between domain-based physical activity and C-reactive protein (CRP) in people with moderate to severe depressive symptoms.,2025,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",10.47626/1516-4446-2025-4404,Carlos Manuel Trecenti Cristovão; Leandro Alonso do Espirito Santo; Gabrielly Cristina Manarin de Oliveira; André Oliveira Werneck; Hélio Mamoru Yoshida; Donizete Cicero Xavier de Oliveira
41171713,Prevalence and predictors of transfusion-transmitted infections among blood donor types at a teaching hospital in Ghana: Implications for haemovigilance.,"Transfusion-transmitted infections (TTIs), notably hepatitis B virus (HBV), hepatitis C virus (HCV), human immunodeficiency virus (HIV), and syphilis, remain a major threat to blood safety in resource-limited settings. Ghana mainly uses rapid diagnostic tests (RDTs) for initial screening, which may affect the accuracy of detecting TTIs.",2025,PloS one,10.1371/journal.pone.0335544,Alice Charwudzi; Edward Morkporkpor Adela; Kingsley Kwadwo Asare Pereko; Martin Ampofo; Aaron Fenuku; Daniel Edem Azumah; Abdul Raman Asemah; Edward Ahiakwah; Angela Animwaah Osei; Emmanuel Kobina Mesi Edzie
41171615,"Assessing Pediatric CPR Practices in the Prehospital Setting: EMS Clinician Experience, Perceptions, and Resource Utilization.","Pediatric out-of-hospital cardiac arrest (OHCA) is rare but critical, requiring rapid and effective cardiopulmonary resuscitation (CPR). Delivering high-performance CPR (HPCPR) in the prehospital setting is challenging, especially for EMS clinicians with limited pediatric exposure. This study aimed to assess EMS clinicians' pediatric CPR experience, confidence in HPCPR, and access to CPR feedback systems. A secondary objective was to evaluate perceptions of augmented reality (AR) feedback systems.",2025,Pediatric emergency care,10.1097/PEC.0000000000003503,Keith Kleinman; Justin M Jeffers; Sean Tackett; Margaret Leppert; Emma Billings; Jennifer F Anders
41171553,Association between serum hepcidin-25 levels and hyporesponsiveness to erythropoiesis-stimulating agents in Japanese patients receiving hemodialysis: a cross-sectional study.,"Hepcidin-25 plays an important role in regulating iron metabolism; however, the association between hepcidin-25 levels and hyporesponsiveness to erythropoiesis-stimulating agents (ESAs) is controversial. We aimed to clarify the associations between serum hepcidin-25 levels and hyporesponsiveness to ESAs in Japanese patients receiving hemodialysis, and between hepcidin-25 levels and other factors.",2025,Clinical and experimental nephrology,10.1007/s10157-025-02783-9,Ryo Fujikawa; Nobuo Nagano; Yuko Mitobe; Kyoko Ito
41171396,"Interventional effects of targeted anti-infective therapy on disease severity and inflammatory cytokine levels in critically Ill patients with urinary sepsis in tertiary hospitals in Chongqing, China.","This work aimed to demonstrate the effects of targeted antibacterial therapy on the condition and levels of inflammatory markers in critically ill patients with urosepsis. The study subjects were recruited from the Department of Urology at Dianjiang County People's Hospital (Grade A Tertiary General Hospital) in Chongqing, China. Between January 2019 and January 2021, 86 critically ill patients with urosepsis were recruited and they were assigned to targeted group (FG, n = 43) and routine group (RG, n = 43). The FG patients had urine samples collected for laboratory culturing, and antibacterial were administered based on bacterial culture and sensitivity results. The RG patients received conventional antibacterial therapy. On days 1 and 3, neglectable differences were observed in the levels of lactic acid (Lac), creatinine (Cr), bilirubin (Bil), tumor necrosis factor-α (TNF-α), interleukin-6 (IL-6), C-reactive protein (CRP), scute physiology and chronic health evaluation II (APACHE II), and sequential organ failure assessment (SOFA) scores (P > 0.05). Nevertheless, on days 7 and 14, there were drastic differences in Lac, Cr, Bil, TNF-α, IL-6, CRP levels, and APACHE II and SOFA scores (P < 0.05). Targeted antibacterial therapy proves to be an effective intervention method for critically ill patients with urosepsis, as it not only lowers the levels of inflammatory markers but also reduces the incidence of complications.",2025,Naunyn-Schmiedeberg's archives of pharmacology,10.1007/s00210-025-04693-9,Wei Wang; Bo Huang
41170688,A CRISPR/Cas12a-based aptasensor enhanced by functionalized AuNPs for sensitive full-range C-reactive protein detection.,"C-reactive protein (CRP) is a well-established biomarker whose plasma levels increase significantly during inflammatory and infectious episodes. It plays a vital role in the diagnosis of bacterial infections and autoimmune diseases, and cardiovascular risk assessment. However, conventional detection techniques often struggle to balance high sensitivity with a broad dynamic range. Here, we developed and validated a novel fluorescence-based aptasensor named AuCA (AuNP-enhanced CRISPR Aptasensor), which integrates nucleic acid aptamers, magnetic beads (MBs), gold nanoparticles (AuNPs), and the CRISPR/Cas12a system for robust CRP quantification. In this system, MBs functionalized with aptamer 1 selectively captured the target protein, while AuNPs co-modified with aptamer 2 and a Cas12a activation sequence (Trigger) enabled efficient signal transduction. Upon target binding, the Trigger activated the Cas12a/crRNA complex, initiating trans-cleavage of fluorescent reporters and producing a markedly amplified signal. The optimized AuCA platform achieved a low detection limit of 60 ng mL",2025,Journal of materials chemistry. B,10.1039/d5tb01727k,Siyue Wang; Xiaotian Guan; Shuqing Sun
